id,year,Hispanic,Female,Grades,tobacco,alcohol,mj,sibsmoke,sibdrink,adultdrink,adultsmoke,year_value,rooms,nusing,present,sport_basket,sport_soccer,sport_run,school,has_sib,toa_smoke,toa_drink,toa_mj,exposure_smoke,exposure_count,exposure_smoke_se,exposure_female,exposure_2steps,exposure_indegree,exposure_density,exposure_team,exposure_simmelian,indegree,outdegree,ego_density,exposure_perceived_count,exposure_perceived
111-0520,3,1,1,3.5,0,1,1,0,0,0,0,2012,2,2,1,1,,1,111,1,,1,1,0.363636363636364,4,0.271893676309579,0.363636363636364,0.391304347826087,0.377358490566038,0.519434628975265,0.5,0,3,12,0.198717948717949,2,0
111-0520,4,1,1,4,0,1,1,0,0,0,0,2013,2,2,1,1,,1,111,1,,1,1,0.333333333333333,4,0.211191879493126,0.3,0.365384615384615,0.323076923076923,0.34419202743249,0.4,0.5,3,3,0.416666666666667,2,0.166666666666667
111-0525,1,1,0,2.5,1,1,0,1,1,0,0,2010,3,2,1,,,,111,1,1,1,2,,,,,,,,,,4,2,0.5,2,
111-0525,2,1,0,2.25,1,1,1,1,1,1,0,2011,3,1,1,,,,111,1,1,1,2,0,0,0.410831866178541,0,0.1,0,0,0,0,3,0,0,1,1
111-0525,3,1,0,2.25,1,1,1,1,,,,2012,3,0,,,,,111,1,1,1,2,0,0,0.146812469343375,0,0,0,0,0,0,0,0,0,0,0
111-0525,4,1,0,2,1,1,1,0,1,0,0,2013,3,3,1,,,,111,1,1,1,2,0,0,0.261620403040955,0,0,0,0,0,0,1,1,1,3,0
111-0536,1,0,0,2,1,1,1,1,1,1,1,2010,2,2,1,,,,111,1,1,1,1,,,,,,,,,,1,0,0,2,
111-0536,2,0,0,2.5,1,1,1,0,0,0,0,2011,3,0,1,,,,111,1,1,1,1,0,0,0.0939347493484048,0,0,0,0,0,0,1,0,0,0,0
111-0536,3,0,0,2.33333333333333,1,1,1,0,,,,2012,3,0,,,,,111,1,1,1,1,0,0,0.249487708050766,0,0,0,0,0,0,6,0,0,0,0
111-0536,4,0,0,2.5,1,1,1,1,0,0,0,2013,3,6,1,,,,111,1,1,1,1,0,0,0.129002106634318,0,0,0,0,0,0,3,2,0.5,6,0
111-0537,1,,0,3.5,0,1,0,0,0,0,0,2010,4,0,1,1,,,111,1,,1,,,,,,,,,,,2,3,0.333333333333333,0,
111-0537,2,,0,3.5,0,1,0,0,0,0,0,2011,4,0,1,,,,111,1,,1,,0,0,0.283397359933518,0,0.0416666666666667,0,0,0,0,2,2,0.333333333333333,0,0
111-0537,3,,0,3.5,,1,,0,,,,2012,4,0,,,,,111,1,,1,,0,0,0.275838550629875,0,0.125,0,0,0,0,0,0,0,0,0
111-0537,4,,0,3.5,,1,,0,,,,2013,4,0,,,,,111,1,,1,,0,0,0.262343199778715,0,0,0,0,0,0,0,0,0,0,0
111-0538,1,0,0,3.75,0,,0,,,,,,,0,,,,,111,,,3,,,,,,,,,,,1,0,0,0,
111-0538,2,0,0,3.75,0,,0,,,,,2011,,0,,,,,111,,,3,,0,0,0.156126702092622,0,0,0,0,0,0,3,0,0,0,0
111-0538,3,0,0,3.5,0,1,0,0,0,1,1,2012,4,1,1,,,,111,1,,3,,0,0,0.280134440804825,0,0,0,0,0,0,3,4,0.45,1,0
111-0538,4,0,0,4,0,1,0,0,0,1,1,2013,4,1,1,,,,111,1,,3,,0.25,1,0.198921895786958,0,0.166666666666667,0.1,0,0,0,0,1,0.5,1,0.25
111-0540,1,1,0,3.5,0,0,0,0,0,0,0,2010,3,0,1,,,,111,1,2,2,2,,,,,,,,,,2,3,0.333333333333333,0,
111-0540,2,1,0,3.5,1,1,1,0,0,1,1,2011,3,3,1,1,,,111,1,2,2,2,0.666666666666667,2,0.158041760619976,0.666666666666667,0.363636363636364,0.625,0.6,0,0,1,2,0.666666666666667,3,0
111-0540,3,1,0,2.5,1,1,1,0,0,1,1,2012,3,0,1,,,,111,1,2,2,2,0.5,1,0.457300914814456,0.5,0.25,0.222222222222222,0.705882352941176,0,0,3,2,0.333333333333333,0,1
111-0540,4,1,0,3.5,1,1,1,0,0,1,1,2013,3,3,1,,,,111,1,2,2,2,0,0,0.212409049628127,0,0.2,0,0,0,0,1,0,0,3,0
111-0542,1,,0,4.5,0,0,0,0,0,1,0,2010,4,1,1,,,1,111,1,,,,,,,,,,,,,2,5,0.2,1,
111-0542,2,,0,4.5,0,0,0,0,0,1,0,2011,4,0,1,,,1,111,1,,,,0,0,0.173859662334787,0,0.0476190476190476,0,0,0,0,3,7,0.178571428571429,0,0.2
111-0542,3,,0,4.5,,,,0,,,,2012,4,0,,,,,111,1,,,,0,0,0.310764090484275,0,0.0869565217391304,0,0,0,0,0,0,0,0,0
111-0542,4,,0,4.5,,,,0,,,,2013,4,0,,,,,111,1,,,,0,0,0.262343199778715,0,0,0,0,0,0,0,0,0,0,0
111-0547,1,1,0,3,0,0,0,0,0,0,0,2010,5,1,1,1,,,111,1,4,3,3,,,,,,,,,,1,2,0.5,1,
111-0547,2,1,0,3.5,0,0,0,1,0,0,0,2011,6,0,1,1,,,111,1,4,3,3,0.5,1,0.155974683461672,0.5,0.714285714285714,0.375,0.4,0.5,0,2,0,0,0,0.5
111-0547,3,1,0,2.5,0,1,1,1,0,0,0,2012,5,2,1,1,,,111,1,4,3,3,0,0,0.480335793694589,0,0,0,0,0,0,1,3,0.416666666666667,2,0
111-0547,4,1,0,2.5,1,1,1,0,0,0,0,2013,5,0,1,1,,,111,1,4,3,3,0.666666666666667,2,0.20827554793441,0.666666666666667,0.666666666666667,0.846153846153846,0.565217391304348,0,0,0,0,0,0,0.666666666666667
111-0549,1,0,0,4.5,0,0,0,0,0,0,1,2010,3,1,1,1,,,111,1,,4,,,,,,,,,,,3,8,0.333333333333333,1,
111-0549,2,0,0,4.5,,,,0,,,,2011,3,0,1,1,,,111,1,,4,,0,0,0.116889486787887,0,0.131578947368421,0,0,0,0,6,9,0.277777777777778,0,0.125
111-0549,3,0,0,4.5,0,0,0,0,0,0,1,2012,3,0,1,1,,,111,1,,4,,0,0,0.138882162574987,0,0.0769230769230769,0,0,0,0,2,6,0.380952380952381,0,0
111-0549,4,0,0,4.5,0,1,0,0,1,1,1,2013,3,0,1,1,,1,111,1,,4,,0.333333333333333,2,0.199885914775461,0.2,0.363636363636364,0.46875,0.46078431372549,0.4,0,1,5,0.3,0,0
111-0550,1,,1,3.5,0,0,0,,,,0,2010,2,0,1,,,1,111,,3,3,,,,,,,,,,,2,6,0.214285714285714,0,
111-0550,2,,1,3,0,0,0,0,0,0,0,2011,2,0,1,,,1,111,0,3,3,,0.166666666666667,1,0.157305490864691,0,0.318181818181818,0.12,0.170731707317073,0,0,3,2,0.833333333333333,0,0
111-0550,3,,1,3.5,1,1,0,0,0,1,0,2012,2,0,1,,,1,111,0,3,3,,0,0,0.348001484056452,0,0.25,0,0,0,0,2,3,0.333333333333333,0,0
111-0550,4,,1,3.33333333333333,1,1,,0,,,,2013,2,0,,,,,111,0,3,3,,0.666666666666667,2,0.270957918303684,0.5,0.368421052631579,0.75,0.547945205479452,0,0,0,0,0,0,0
111-0557,1,,0,3,1,1,1,0,0,1,0,2010,4,4,1,,,1,111,1,1,1,1,,,,,,,,,,5,4,0.7,4,
111-0557,2,,0,3,1,1,1,0,0,1,0,2011,4,4,1,,,1,111,1,1,1,1,0.5,2,0.196448716656296,0.666666666666667,0.35,0.44,0.793103448275862,0.666666666666667,0,11,5,0.4,4,1
111-0557,3,,0,3,1,1,1,0,,,,2012,4,0,,,,,111,1,1,1,1,0.4,2,0.345193648763676,0.666666666666667,0.3125,0.357142857142857,0.46242774566474,0.5,0.5,4,0,0,0,0.8
111-0557,4,,0,3,1,1,1,0,,,,2013,4,0,,,,,111,1,1,1,1,0,0,0.0271765210335827,0,0,0,0,0,0,3,0,0,0,0
111-0560,1,1,1,3.5,0,1,0,1,0,1,0,2010,2,0,1,,,,111,1,,1,,,,,,,,,,,2,4,0.35,0,
111-0560,2,1,1,3.5,0,1,0,1,0,1,0,2011,2,0,1,,,,111,1,,1,,0,0,0.154844397033411,0,0.176470588235294,0,0,0,0,2,1,1,0,0
111-0560,3,1,1,3.5,0,1,0,1,0,1,0,2012,1,0,1,,1,,111,1,,1,,0,0,0.241876050495285,0,0,0,0,0,0,2,2,1,0,0
111-0560,4,1,1,3.5,0,1,0,1,1,1,0,2013,1,0,1,,1,,111,1,,1,,0,0,0.21664740296861,0,0.0714285714285714,0,0,0,0,2,1,1,0,0
111-0565,1,0,0,3.25,0,0,0,,,,,,,0,,,,,111,,,,,,,,,,,,,,0,0,0,0,
111-0565,2,0,0,3.25,0,0,0,,,,,2011,,0,,,,,111,,,,,0,0,0.0836027468634207,0,0,0,0,0,0,1,0,0,0,0
111-0565,3,0,0,3,0,0,0,0,0,1,1,2012,6,0,1,,,,111,1,,,,0,0,0.182239493607935,0,0,0,0,0,0,2,5,0.3,0,0
111-0565,4,0,0,3.5,0,0,0,0,0,1,0,2013,6,0,1,,,,111,1,,,,0.2,1,-8.79706499468175e-14,0.2,0.2,0.12,0,0,0,2,2,0.333333333333333,0,0
111-0566,1,1,1,1.5,0,0,,,,,,2010,2,0,1,,,,111,,3,4,2,,,,,,,,,,1,4,0.2,0,
111-0566,2,1,1,2.5,0,0,1,0,0,0,0,2011,2,1,1,,,,111,1,3,4,2,0.25,1,0.136240681144215,0.333333333333333,0.4,0.25,0.2,0,0,0,4,0.45,1,0
111-0566,3,1,1,2.5,1,0,1,1,0,0,0,2012,2,1,1,,,,111,1,3,4,2,0.25,1,0.196045036006082,0.333333333333333,0.2,0.0833333333333333,0.5,0,0,2,3,0.5,1,0.25
111-0566,4,1,1,3,1,1,1,1,1,0,0,2013,2,1,1,,,,111,1,3,4,2,0.333333333333333,1,0.207495297143109,0.5,0.375,0.666666666666667,0,0,0,4,6,0.333333333333333,1,0.333333333333333
111-0567,1,,1,5,0,0,0,0,0,1,0,2010,2,0,1,,,,111,1,,,,,,,,,,,,,9,6,0.666666666666667,0,
111-0567,2,,1,4.5,0,0,0,0,0,1,0,2011,3,0,1,,,,111,1,,,,0,0,0.1235758397224,0,0.037037037037037,0,0,0,0,6,4,0.9,0,0
111-0567,3,,1,4,,,,0,,,,2012,2,0,1,,,,111,1,,,,0,0,0.185965876442856,0,0.0526315789473684,0,0,0,0,4,4,0.75,0,0
111-0567,4,,1,4.5,,,,0,,,,2013,2,0,,,,,111,1,,,,0,0,0.291738937265278,0,0.0666666666666667,0,0,0,0,0,0,0,0,0
111-0568,1,1,1,3.5,0,0,0,1,0,1,0,2010,3,0,1,,,,111,1,,,,,,,,,,,,,0,3,0.25,0,
111-0568,2,1,1,3.16666666666667,0,0,0,0,0,1,0,2011,3,0,1,,,,111,1,,,,0,0,0.172554293718258,0,0,0,0,0,0,1,1,1.5,0,0
111-0568,3,1,1,2.5,0,0,0,1,0,1,0,2012,3,0,1,,,,111,1,,,,0,0,-1.24919714961344e-13,0,0.2,0,0,0,0,2,2,0.5,0,0
111-0568,4,1,1,3.5,0,0,0,1,1,1,1,2013,3,0,1,,,,111,1,,,,0,0,0.28899511891059,0,0.2,0,0,0,0,1,3,0.416666666666667,0,0
111-0569,1,1,1,3,0,,,,,,,,,0,,,,,111,,,3,3,,,,,,,,,,3,0,0,0,
111-0569,2,1,1,3,0,,,,,,,2011,,0,,,,,111,,,3,3,0,0,0.148733085648285,0,0,0,0,0,0,4,0,0,0,0
111-0569,3,1,1,2.5,0,1,1,0,0,1,0,2012,3,1,1,,,,111,1,,3,3,0,0,0.4062274302262,0,0,0,0,0,0,2,2,0.666666666666667,1,0
111-0569,4,1,1,3.5,0,1,1,0,1,1,1,2013,3,1,1,,,,111,1,,3,3,1,2,0.17569971327813,1,0.833333333333333,1,1,0,0,3,2,1,1,0.5
111-0570,1,,1,4,,,,,,,,2010,,0,1,,,,111,,2,2,2,,,,,,,,,,3,5,0.266666666666667,0,
111-0570,2,,1,4.5,1,1,1,0,0,0,0,2011,3,0,1,,,,111,1,2,2,2,0,0,0.502488771225561,0,0.08,0,0,0,0,5,9,0.144444444444444,0,0
111-0570,3,,1,3.5,1,1,1,0,0,1,0,2012,3,0,1,,,,111,1,2,2,2,0.222222222222222,2,0.420888845981968,0.166666666666667,0.27027027027027,0.195121951219512,0.192439862542955,0,0,3,4,0.45,0,0
111-0570,4,,1,4,1,1,1,0,,,,2013,3,0,,,,,111,1,2,2,2,0.25,1,0.212041834128661,0.25,0.24,0.125,0.5,0,0,0,0,0,0,0
111-0571,1,0,1,5,0,0,0,0,1,1,1,2010,2,0,1,,,,111,1,,,,,,,,,,,,,6,4,0.3,0,
111-0571,2,0,1,5,0,0,0,0,0,0,1,2011,4,0,1,,,,111,1,,,,0.25,1,0.119032153078205,0.25,0.181818181818182,0.192307692307692,0.0995678100552547,0,0,8,5,0.4,0,0
111-0571,3,0,1,5,,,,0,,,,2012,4,0,,,,,111,1,,,,0.2,1,0.335578949438614,0.2,0.181818181818182,0.12,0.134029590948651,0,0,0,0,0,0,0
111-0571,4,0,1,5,0,,0,0,1,0,,2013,4,0,1,,,,111,1,,,,0,0,0.262343199778715,0,0,0,0,0,0,1,1,0.5,0,0
111-0572,1,,1,3.5,0,0,0,1,0,1,1,2010,3,0,1,,1,,111,1,,,,,,,,,,,,,1,2,0.333333333333333,0,
111-0572,2,,1,3.5,0,0,0,0,0,0,0,2011,3,0,1,,,,111,1,,,,0,0,0.160204845159145,0,0,0,0,0,0,3,2,1,0,0
111-0572,3,,1,3.5,,,,0,,,,2012,3,0,,,,,111,1,,,,0,0,0.277350178761615,0,0,0,0,0,0,0,0,0,0,0
111-0572,4,,1,3.5,,,,0,,,,2013,3,0,,,,,111,1,,,,0,0,0.262343199778715,0,0,0,0,0,0,3,0,0,0,0
111-0573,1,1,1,3.5,0,,,,,,,,,0,,,,,111,,,3,3,,,,,,,,,,0,0,0,0,
111-0573,2,1,1,3.5,0,,,,,,,2011,,0,,,,,111,,,3,3,0,0,0.0836027468634207,0,0,0,0,0,0,0,0,0,0,0
111-0573,3,1,1,3.5,0,1,1,0,0,0,0,2012,2,1,1,,,,111,1,,3,3,0,0,0.195763165058005,0,0,0,0,0,0,1,1,0.5,1,0
111-0573,4,1,1,3.5,0,1,1,0,0,0,1,2013,2,0,1,,,,111,1,,3,3,1,1,0.275878810784506,1,0.307692307692308,1,1,0,0,0,3,0.416666666666667,0,1
111-0574,1,,0,4.5,1,1,1,1,0,1,1,2010,5,2,1,,,,111,1,1,1,1,,,,,,,,,,6,8,0.152777777777778,2,
111-0574,2,,0,5,1,1,1,1,0,1,0,2011,5,0,1,1,,,111,1,1,1,1,0,0,0.290512043539701,0,0.0416666666666667,0,0,0,0,6,5,0.266666666666667,0,0.25
111-0574,3,,0,4.83333333333333,1,1,1,1,,,,2012,5,0,,,,,111,1,1,1,1,0,0,0.31818156538146,0,0,0,0,0,0,0,0,0,0,0
111-0574,4,,0,5,1,1,1,1,1,1,1,2013,5,2,1,,,,111,1,1,1,1,0,0,0.261620403040956,0,0,0,0,0,0,2,2,0.5,2,0
111-0579,1,1,1,3.5,0,0,0,,,,,,,0,,,,,111,,,3,,,,,,,,,,,3,0,0,0,
111-0579,2,1,1,3.5,0,0,0,0,0,1,1,2011,,1,1,,1,,111,1,,3,,0,0,0.138534754404193,0,0,0,0,0,0,3,9,0.144444444444444,1,0
111-0579,3,1,1,3.5,0,1,0,0,0,1,1,2012,3,0,1,,1,,111,1,,3,,0.333333333333333,3,0.291833908013423,0.25,0.236842105263158,0.232558139534884,0.210259871751603,0,0,6,4,0.55,0,0.111111111111111
111-0579,4,1,1,3.5,0,1,0,0,1,1,1,2013,3,0,1,,1,,111,1,,3,,0.25,1,0.198986258072024,0.333333333333333,0.379310344827586,0.28125,0.253333333333333,0,0.5,1,3,0.333333333333333,0,0
111-0582,1,0,1,5,0,0,0,0,0,0,0,2010,2,0,1,,,1,111,1,,,,,,,,,,,,,7,7,0.339285714285714,0,
111-0582,2,0,1,5,0,0,0,0,0,1,1,2011,2,0,1,,,1,111,1,,,,0,0,0.333340092435402,0,0.05,0,0,0,0,5,1,1,0,0
111-0582,3,0,1,5,0,0,0,0,0,0,0,2012,1,0,1,,,,111,1,,,,0,0,0.303611983120594,0,0.125,0,0,0,0,3,1,0.5,0,0
111-0582,4,0,1,5,0,0,,0,,,0,2013,1,0,1,,,,111,1,,,,0,0,0.199004694483794,0,0.4,0,0,0,0,2,2,0.666666666666667,0,0
111-0583,1,,1,5,1,1,1,0,0,0,1,2010,3,0,1,,,,111,1,1,1,1,,,,,,,,,,3,1,1,0,
111-0583,2,,1,4.5,1,1,1,0,0,0,1,2011,3,0,1,,,,111,1,1,1,1,0,0,0.192200856278291,0,0,0,0,0,0,2,3,0.833333333333333,0,0
111-0583,3,,1,4.5,1,1,1,0,0,0,1,2012,3,1,1,,,,111,1,1,1,1,0,0,0.255077692814778,0,0.0588235294117647,0,0,0,0,2,0,0,1,0
111-0583,4,,1,4.66666666666667,1,1,1,0,,,,2013,3,0,,,,,111,1,1,1,1,0,0,0.06532682977575,0,0,0,0,0,0,0,0,0,0,0
111-0585,1,,1,5,0,0,0,0,0,0,0,2010,5,0,1,1,,,111,1,,,,,,,,,,,,,8,9,0.3,0,
111-0585,2,,1,4.5,0,0,0,0,0,0,0,2011,4,0,1,1,,,111,1,,,,0,0,0.118534460169741,0,0.0847457627118644,0,0,0,0,5,5,0.5,0,0
111-0585,3,,1,4.75,,,,0,,,,2012,4,0,,,,,111,1,,,,0,0,0.348304069415533,0,0.151515151515152,0,0,0,0,0,0,0,0,0
111-0585,4,,1,4.75,,,,0,,,,2013,4,0,,,,,111,1,,,,0,0,0.262343199778715,0,0,0,0,0,0,0,0,0,0,0
111-0586,1,1,1,5,0,0,0,,,,,2010,4,0,1,1,,1,111,,,,,,,,,,,,,,6,14,0.171428571428571,0,
111-0586,2,1,1,4.5,0,0,0,0,0,0,0,2011,4,0,1,1,,1,111,1,,,,0.142857142857143,2,0.293220413256041,0,0.140625,0.120481927710843,0.168205128205128,0.222222222222222,0,5,12,0.128205128205128,0,0
111-0586,3,1,1,4.5,,,,0,,,,2012,4,0,,,,,111,1,,,,0.166666666666667,2,0.079850700298243,0,0.191489361702128,0.28,0.169811320754717,0.333333333333333,0,0,0,0,0,0
111-0586,4,1,1,4,0,0,0,0,0,0,0,2013,4,0,1,,,,111,1,,,,0,0,0.262343199778715,0,0,0,0,0,0,2,10,0.145454545454545,0,0
111-0588,1,,1,5,0,0,0,0,0,1,0,2010,3,0,1,,,,111,1,,,,,,,,,,,,,11,7,0.410714285714286,0,
111-0588,2,,1,5,0,0,0,0,0,1,1,2011,4,0,1,,,,111,1,,,,0,0,0.122737532339143,0,0.0285714285714286,0,0,0,0,9,5,0.933333333333333,0,0
111-0588,3,,1,5,,,,0,,,,2012,4,0,,,,,111,1,,,,0,0,0.294787215371652,0,0.0606060606060606,0,0,0,0,0,0,0,0,0
111-0588,4,,1,5,,,,0,,,,2013,4,0,,,,,111,1,,,,0,0,0.262343199778715,0,0,0,0,0,0,0,0,0,0,0
111-0589,1,,0,4.5,0,0,0,0,0,0,0,2010,6,0,1,,,1,111,1,,,,,,,,,,,,,6,2,0.5,0,
111-0589,2,,0,4.5,0,0,0,0,0,1,1,2011,5,0,1,1,,1,111,1,,,,0.5,1,0.115106876220923,1,0.235294117647059,0.384615384615385,0.726415094339623,1,0,5,1,1,0,0
111-0589,3,,0,4.5,,,,0,,,,2012,5,0,,,,,111,1,,,,1,1,0.264172224163565,1,0.666666666666667,1,1,1,0,0,0,0,0,0
111-0589,4,,0,4.5,,,,0,,,,2013,5,0,,,,,111,1,,,,0,0,0.262343199778715,0,0,0,0,0,0,1,0,0,0,0
111-0590,1,,1,5,0,0,0,0,0,0,0,2010,3,0,1,,,,111,0,,3,,,,,,,,,,,6,6,0.666666666666667,0,
111-0590,2,,1,5,0,0,0,0,0,0,0,2011,3,0,1,,,,111,1,,3,,0,0,0.125509127621397,0,0.0357142857142857,0,0,0,0,4,7,0.339285714285714,0,0
111-0590,3,,1,5,0,1,0,0,0,0,0,2012,4,0,1,,,,111,1,,3,,0,0,0.242759128338218,0,0,0,0,0,0,4,1,0.5,0,0
111-0590,4,,1,5,,1,,0,,,,2013,4,0,,,,,111,1,,3,,1,1,0.255650076580965,1,1,1,0,0,0,0,0,0,0,0
111-0592,1,,1,5,0,0,0,0,0,0,1,2010,4,0,1,1,1,1,111,1,,,,,,,,,,,,,8,4,0.95,0,
111-0592,2,,1,5,0,0,0,0,0,0,1,2011,4,0,1,1,1,1,111,1,,,,0,0,0.332840370650992,0,0.0416666666666667,0,0,0,0,3,4,0.45,0,0
111-0592,3,,1,5,,,,0,,,,2012,4,0,,,,,111,1,,,,0,0,0.340636424333131,0,0,0,0,0,0,0,0,0,0,0
111-0592,4,,1,5,,,,0,,,,2013,4,0,,,,,111,1,,,,0,0,0.262343199778715,0,0,0,0,0,0,1,0,0,0,0
111-0593,1,,1,3,0,1,0,1,1,0,1,2010,2,1,1,,,,111,1,,1,,,,,,,,,,,6,4,0.35,1,
111-0593,2,,1,3,0,1,0,1,0,1,1,2011,2,2,1,,,,111,1,,1,,0.25,1,0.11667575391511,0.25,0.266666666666667,0.136363636363636,0.319148936170213,0,0,4,4,0.5,2,0.25
111-0593,3,,1,3,,1,,1,,,,2012,2,0,,,,,111,1,,1,,0.25,1,0.252065681060593,0.25,0.181818181818182,0.0769230769230769,0.462962962962963,0,0.5,0,0,0,0,0.5
111-0593,4,,1,3,,1,,1,,,,2013,2,0,,,,,111,1,,1,,0,0,0.262343199778715,0,0,0,0,0,0,1,0,0,0,0
111-0595,1,,1,4,0,0,0,0,0,0,0,2010,2,1,1,,,,111,0,,,,,,,,,,,,,8,7,0.232142857142857,1,
111-0595,2,,1,5,0,0,0,0,0,0,0,2011,5,0,1,,,,111,0,,,,0,0,0.11820407026828,0,0.0217391304347826,0,0,0,0,5,4,0.35,0,0.142857142857143
111-0595,3,,1,4.5,,,,0,,,,2012,5,0,,,,,111,0,,,,0.25,1,0.287159726053069,0,0.142857142857143,0.176470588235294,0,0,0,0,0,0,0,0
111-0595,4,,1,4.5,,,,0,,,,2013,5,0,,,,,111,0,,,,0,0,0.262343199778715,0,0,0,0,0,0,2,0,0,0,0
111-0597,1,,0,3.5,0,1,1,1,,1,1,2010,4,0,1,,,,111,1,,1,1,,,,,,,,,,5,2,0.5,0,
111-0597,2,,0,3.5,0,1,1,1,0,1,1,2011,4,0,1,,,,111,1,,1,1,0,0,0.173470879170318,0,0,0,0,0,0,6,3,0.5,0,0
111-0597,3,,0,3.5,,1,1,1,,,,2012,4,0,,,,,111,1,,1,1,0,0,0.32364612676809,0,0,0,0,0,0,10,0,0,0,0
111-0597,4,,0,3.5,,1,1,1,,,,2013,4,0,,,,,111,1,,1,1,0,0,0.138123316830672,0,0,0,0,0,0,6,0,0,0,0
111-0598,1,0,0,5,0,0,0,0,0,1,0,2010,3,0,1,,,,111,1,,,,,,,,,,,,,6,3,0.666666666666667,0,
111-0598,2,0,0,5,0,0,0,0,0,1,0,2011,5,0,1,,,,111,1,,,,0,0,0.118138484395484,0,0.05,0,0,0,0,6,5,0.266666666666667,0,0
111-0598,3,0,0,4.83333333333333,,,,0,,,,2012,5,0,,,,,111,1,,,,0.2,1,0.289291252519904,0.5,0.1,0.1875,0.134453781512605,0,0,0,0,0,0,0
111-0598,4,0,0,4.5,0,0,0,0,0,1,0,2013,5,0,1,,,,111,1,,,,0,0,0.262343199778715,0,0,0,0,0,0,5,0,0,0,0
111-0599,1,0,0,3.5,0,0,0,0,0,0,0,2010,4,1,1,,,1,111,1,,,3,,,,,,,,,,3,3,0.666666666666667,1,
111-0599,2,0,0,3.5,0,0,0,0,0,0,0,2011,4,0,1,,,,111,1,,,3,0,0,0.123708683685538,0,0.0666666666666667,0,0,0,0,5,2,0.333333333333333,0,0.333333333333333
111-0599,3,0,0,4,0,0,1,0,0,0,0,2012,4,0,1,,,,111,1,,,3,0.5,1,0.232595111195722,0.5,0.333333333333333,0.428571428571429,0,0,0,3,3,0.75,0,0
111-0599,4,0,0,1,0,0,1,1,1,0,0,2013,4,0,1,1,,1,111,1,,,3,0,0,0.207334101268407,0,0.111111111111111,0,0,0,0,2,2,0.5,0,0
111-0600,1,1,1,4.5,0,0,0,0,0,0,0,2010,7,0,1,,,1,111,1,,,,,,,,,,,,,5,3,0.833333333333333,0,
111-0600,2,1,1,4.5,0,0,0,0,0,0,0,2011,7,0,1,,,1,111,1,,,,0,0,0.301239863802741,0,0.12,0,0,0,0,4,0,0,0,0
111-0600,3,1,1,4.5,,,,0,,,,2012,7,0,,,,,111,1,,,,0,0,0.327449114506091,0,0,0,0,0,0,0,0,0,0,0
111-0600,4,1,1,4.5,0,0,0,0,0,0,0,2013,7,0,1,,,,111,1,,,,0,0,0.262343199778715,0,0,0,0,0,0,0,3,0.25,0,0
111-0604,1,0,1,5,0,0,0,,,,,,,0,,,,,111,,,4,,,,,,,,,,,0,0,0,0,
111-0604,2,0,1,5,0,0,0,,,,,2011,,0,,,,,111,,,4,,0,0,0.0836027468634207,0,0,0,0,0,0,1,0,0,0,0
111-0604,3,0,1,5,0,0,0,0,0,0,0,2012,3,0,1,1,,,111,1,,4,,0,0,0.201090911257555,0,0,0,0,0,0,0,8,0.152777777777778,0,0
111-0604,4,0,1,5,0,1,0,1,0,0,1,2013,3,0,1,,,,111,1,,4,,0.125,1,0.30828581380171,0.166666666666667,0.148148148148148,0.107142857142857,0,0,0,1,6,0.238095238095238,0,0
111-0606,1,,1,4.5,1,1,1,0,0,0,1,2010,3,4,1,,,,111,1,1,1,1,,,,,,,,,,3,0,0,4,
111-0606,2,,1,4.5,1,1,1,0,0,0,0,2011,5,1,1,,,,111,1,1,1,1,0,0,0.139211120089905,0,0,0,0,0,0,1,2,0.833333333333333,1,0
111-0606,3,,1,4.5,1,1,1,0,,,,2012,5,0,,,,,111,1,1,1,1,0.5,1,0.251630810266978,0.5,0.666666666666667,0.5,0.411764705882353,0,0,6,0,0,0,0.5
111-0606,4,,1,4.5,1,1,1,0,,,,2013,5,0,,,,,111,1,1,1,1,0,0,0.145958317515578,0,0,0,0,0,0,3,0,0,0,0
111-0607,1,1,1,4,,,0,,,,,,,0,,,,,111,,3,3,4,,,,,,,,,,2,0,0,0,
111-0607,2,1,1,4,,,0,,,,,2011,,0,,,,,111,,3,3,4,0,0,0.140936714504632,0,0,0,0,0,0,2,0,0,0,0
111-0607,3,1,1,3.5,1,1,0,1,0,0,0,2012,5,0,1,,,,111,1,3,3,4,0,0,0.445280461941264,0,0,0,0,0,0,1,1,1,0,0
111-0607,4,1,1,4.5,1,1,1,1,1,1,1,2013,5,2,1,,,,111,1,3,3,4,1,1,0.200394331297465,1,0.666666666666667,1,1,0,0,3,3,0.583333333333333,2,0
111-0611,1,1,0,2.83333333333333,0,,0,,,,,2010,,0,1,,,,111,,4,2,4,,,,,,,,,,1,1,0.5,0,
111-0611,2,1,0,3,0,1,0,0,0,1,0,2011,1,0,1,,,,111,1,4,2,4,0,0,0.201570289914139,0,0,0,0,0,0,1,1,0.5,0,0
111-0611,3,1,0,2.5,0,1,0,0,0,1,0,2012,2,3,1,,,,111,1,4,2,4,0,0,0.242054175776239,0,0,0,0,0,0,1,2,0.5,3,0
111-0611,4,1,0,3,1,1,1,0,1,0,0,2013,2,1,1,,,,111,1,4,2,4,0.5,1,0.231327157563972,0,0.625,0.4,0.428571428571429,0,0,1,1,0.5,1,1
111-0617,1,,0,3.5,0,0,0,0,0,0,1,2010,2,0,1,1,,,111,1,,,,,,,,,,,,,0,4,0.25,0,
